0	-5.99987268	1.08707368	-4.91279888
0.0100000007	-5.98556232	1.07276726	-4.91279507
0.0200000014	-5.95103741	1.03824663	-4.91279078
0.0300000012	-5.90109396	0.988306284	-4.91278744
0.0400000028	-5.84001827	0.927233398	-4.91278505
0.0500000007	-5.77147484	0.858692169	-4.91278267
0.0600000024	-5.69853878	0.785757601	-4.91278124
0.0700000003	-5.62379742	0.711017668	-4.91277981
0.0800000057	-5.54946518	0.636686563	-4.91277885
0.0900000036	-5.47747231	0.564695954	-4.91277647
0.100000001	-5.40952158	0.496744752	-4.91277695
0.110000007	-5.34707785	0.434302449	-4.91277552
0.120000005	-5.29134941	0.37857461	-4.91277504
0.13000001	-5.24322367	0.330449194	-4.91277456
0.140000001	-5.20321989	0.290447056	-4.91277266
0.150000006	-5.1714716	0.258699566	-4.91277218
0.160000011	-5.14773989	0.234968334	-4.9127717
0.170000002	-5.13148165	0.218708813	-4.91277266
0.180000007	-5.12193966	0.20916608	-4.91277361
0.190000013	-5.11825895	0.205484137	-4.91277504
0.200000003	-5.11958361	0.206806809	-4.91277695
0.210000008	-5.12513113	0.212354437	-4.91277647
0.220000014	-5.13424492	0.221467257	-4.9127779
0.230000004	-5.14639187	0.23361519	-4.91277647
0.24000001	-5.1611557	0.248379186	-4.91277647
0.25	-5.17818928	0.26541239	-4.91277695
0.26000002	-5.19716597	0.284389615	-4.91277647
0.270000011	-5.21772861	0.304953456	-4.91277504
0.280000001	-5.23943949	0.326663435	-4.91277599
0.290000021	-5.26173067	0.348955572	-4.91277504
0.300000012	-5.28389406	0.371119082	-4.91277504
0.310000002	-5.30507565	0.392299354	-4.91277647
0.320000023	-5.32431746	0.411539555	-4.9127779
0.330000013	-5.34065151	0.427873164	-4.91277838
0.340000004	-5.35325623	0.440477014	-4.91277933
0.350000024	-5.36166573	0.448886991	-4.91277885
0.360000014	-5.3660326	0.45325321	-4.91277933
0.370000005	-5.36735916	0.454580724	-4.91277838
0.380000025	-5.36763811	0.45486176	-4.91277647
0.390000015	-5.36976147	0.45698756	-4.91277409
0.400000006	-5.37712336	0.464351237	-4.91277218
0.410000026	-5.39292669	0.480156749	-4.91276979
0.420000017	-5.41936111	0.50659132	-4.91276979
0.430000007	-5.45691013	0.544140816	-4.91276932
0.440000027	-5.50409508	0.591324508	-4.91277075
0.450000018	-5.55774498	0.644971311	-4.91277361
0.460000008	-5.61370325	0.70092696	-4.91277647
0.470000029	-5.66769886	0.754920244	-4.91277885
0.480000019	-5.71607542	0.803295255	-4.91278028
0.49000001	-5.75622463	0.843443155	-4.91278172
0.5	-5.78669262	0.873910725	-4.91278172
0.51000005	-5.80705357	0.894272447	-4.91278124
0.520000041	-5.81766891	0.904888034	-4.91278076
0.530000031	-5.81942081	0.906640589	-4.91278028
0.540000021	-5.8134923	0.900712967	-4.91277933
0.550000012	-5.80119085	0.888412476	-4.91277838
0.560000002	-5.78381968	0.871041298	-4.91277838
0.570000052	-5.76257277	0.84979558	-4.91277695
0.580000043	-5.73847103	0.825693309	-4.9127779
0.590000033	-5.71231842	0.799540997	-4.91277742
0.600000024	-5.68473101	0.771953106	-4.9127779
0.610000014	-5.65620565	0.743428588	-4.91277695
0.620000005	-5.62724209	0.714464962	-4.91277695
0.630000055	-5.59844398	0.68566829	-4.91277552
0.640000045	-5.57058239	0.657807052	-4.91277552
0.650000036	-5.54454708	0.631771326	-4.91277599
0.660000026	-5.52121305	0.60843873	-4.91277409
0.670000017	-5.5012598	0.588485837	-4.91277409
0.680000007	-5.48498631	0.572213233	-4.91277313
0.690000057	-5.47222281	0.559449255	-4.91277361
0.700000048	-5.46233845	0.549564302	-4.91277409
0.710000038	-5.45436239	0.541588128	-4.91277409
0.720000029	-5.44715738	0.534381866	-4.91277552
0.730000019	-5.43958855	0.526812136	-4.91277647
0.74000001	-5.43065739	0.517880201	-4.91277695
0.75000006	-5.41956806	0.506791055	-4.91277695
0.76000005	-5.40574265	0.492965341	-4.91277742
0.770000041	-5.38879538	0.476018131	-4.91277742
0.780000031	-5.36850691	0.455730408	-4.91277647
0.790000021	-5.3448143	0.432037532	-4.91277695
0.800000012	-5.3178277	0.405050457	-4.91277742
0.810000062	-5.28788805	0.375111967	-4.91277599
0.820000052	-5.25565434	0.342879683	-4.91277456
0.830000043	-5.22218275	0.309410483	-4.91277218
0.840000033	-5.18897772	0.276207924	-4.91276979
0.850000024	-5.15795898	0.245189965	-4.91276884
0.860000014	-5.13130808	0.218541622	-4.91276646
0.870000064	-5.11121368	0.198447675	-4.91276598
