# Time	Pos	PotentialE	KineticE	TotalE
0.378000	1.016783	-10.178962	1.829537	-8.349425
0.379000	1.018700	-10.192986	1.843563	-8.349423
0.380000	1.020623	-10.205888	1.856467	-8.349421
0.381000	1.022553	-10.217689	1.868271	-8.349419
0.382000	1.024489	-10.228413	1.878997	-8.349416
0.383000	1.026430	-10.238084	1.888670	-8.349414
0.384000	1.028376	-10.246726	1.897314	-8.349412
0.385000	1.030326	-10.254364	1.904954	-8.349409
0.386000	1.032280	-10.261024	1.911617	-8.349407
0.387000	1.034237	-10.266733	1.917328	-8.349405
0.388000	1.036197	-10.271517	1.922115	-8.349402
0.389000	1.038158	-10.275403	1.926002	-8.349400
0.390000	1.040122	-10.278417	1.929019	-8.349398
0.391000	1.042087	-10.280586	1.931191	-8.349396
0.392000	1.044052	-10.281938	1.932545	-8.349393
0.393000	1.046019	-10.282499	1.933108	-8.349391
0.394000	1.047985	-10.282296	1.932907	-8.349389
0.395000	1.049951	-10.281354	1.931967	-8.349387
0.396000	1.051916	-10.279701	1.930316	-8.349385
0.397000	1.053881	-10.277361	1.927979	-8.349383
0.398000	1.055844	-10.274361	1.924981	-8.349380
0.399000	1.057805	-10.270725	1.921347	-8.349378
0.400000	1.059764	-10.266478	1.917102	-8.349377
0.401000	1.061721	-10.261645	1.912270	-8.349375
0.402000	1.063676	-10.256248	1.906875	-8.349373
0.403000	1.065627	-10.250310	1.900940	-8.349371
0.404000	1.067575	-10.243856	1.894487	-8.349369
0.405000	1.069520	-10.236906	1.887539	-8.349367
0.406000	1.071461	-10.229483	1.880118	-8.349366
0.407000	1.073398	-10.221608	1.872244	-8.349364
0.408000	1.075331	-10.213300	1.863938	-8.349363
0.409000	1.077260	-10.204581	1.855220	-8.349361
0.410000	1.079184	-10.195469	1.846110	-8.349359
0.411000	1.081103	-10.185984	1.836626	-8.349358
0.412000	1.083017	-10.176144	1.826788	-8.349357
0.413000	1.084926	-10.165967	1.816611	-8.349355
0.414000	1.086829	-10.155469	1.806115	-8.349354
0.415000	1.088727	-10.144669	1.795316	-8.349353
0.416000	1.090619	-10.133581	1.784230	-8.349351
0.417000	1.092505	-10.122222	1.772872	-8.349350
0.418000	1.094385	-10.110607	1.761258	-8.349349
0.419000	1.096259	-10.098751	1.749403	-8.349348
0.420000	1.098126	-10.086667	1.737320	-8.349347
0.421000	1.099987	-10.074370	1.725024	-8.349346
0.422000	1.101841	-10.061873	1.712528	-8.349345
0.423000	1.103688	-10.049188	1.699844	-8.349344
0.424000	1.105528	-10.036329	1.686985	-8.349343
0.425000	1.107362	-10.023306	1.673963	-8.349342
0.426000	1.109188	-10.010131	1.660789	-8.349341
0.427000	1.111007	-9.996815	1.647475	-8.349340
0.428000	1.112818	-9.983369	1.634030	-8.349340
0.429000	1.114622	-9.969804	1.620465	-8.349339
0.430000	1.116419	-9.956128	1.606790	-8.349338
0.431000	1.118208	-9.942352	1.593014	-8.349338
0.432000	1.119989	-9.928484	1.579147	-8.349337
0.433000	1.121762	-9.914533	1.565197	-8.349336
0.434000	1.123527	-9.900508	1.551172	-8.349336
0.435000	1.125285	-9.886417	1.537082	-8.349335
0.436000	1.127034	-9.872266	1.522932	-8.349334
0.437000	1.128775	-9.858065	1.508731	-8.349334
0.438000	1.130508	-9.843820	1.494487	-8.349333
0.439000	1.132233	-9.829537	1.480205	-8.349333
0.440000	1.133949	-9.815224	1.465892	-8.349332
0.441000	1.135657	-9.800887	1.451555	-8.349332
0.442000	1.137357	-9.786531	1.437199	-8.349331
0.443000	1.139048	-9.772162	1.422831	-8.349331
0.444000	1.140731	-9.757786	1.408456	-8.349331
0.445000	1.142405	-9.743409	1.394078	-8.349330
0.446000	1.144070	-9.729034	1.379704	-8.349330
0.447000	1.145727	-9.714668	1.365338	-8.349329
0.448000	1.147375	-9.700314	1.350985	-8.349329
0.449000	1.149015	-9.685977	1.336648	-8.349329
0.450000	1.150645	-9.671662	1.322333	-8.349328
0.451000	1.152267	-9.657371	1.308043	-8.349328
0.452000	1.153880	-9.643110	1.293782	-8.349328
0.453000	1.155484	-9.628882	1.279554	-8.349328
0.454000	1.157080	-9.614690	1.265362	-8.349327
0.455000	1.158666	-9.600537	1.251210	-8.349327
0.456000	1.160243	-9.586427	1.237100	-8.349327
0.457000	1.161812	-9.572363	1.223036	-8.349327
0.458000	1.163371	-9.558347	1.209021	-8.349326
0.459000	1.164922	-9.544383	1.195057	-8.349326
0.460000	1.166463	-9.530473	1.181146	-8.349326
0.461000	1.167996	-9.516619	1.167293	-8.349326
0.462000	1.169519	-9.502823	1.153498	-8.349326
0.463000	1.171034	-9.489089	1.139764	-8.349326
0.464000	1.172539	-9.475418	1.126093	-8.349325
0.465000	1.174035	-9.461812	1.112487	-8.349325
0.466000	1.175522	-9.448273	1.098948	-8.349325
0.467000	1.177000	-9.434802	1.085477	-8.349325
0.468000	1.178469	-9.421403	1.072078	-8.349325
0.469000	1.179929	-9.408075	1.058750	-8.349325
0.470000	1.181379	-9.394820	1.045496	-8.349325
0.471000	1.182821	-9.381641	1.032317	-8.349325
0.472000	1.184253	-9.368538	1.019214	-8.349324
0.473000	1.185676	-9.355513	1.006188	-8.349324
0.474000	1.187090	-9.342566	0.993242	-8.349324
0.475000	1.188495	-9.329699	0.980375	-8.349324
0.476000	1.189891	-9.316914	0.967590	-8.349324
0.477000	1.191277	-9.304210	0.954886	-8.349324
0.478000	1.192655	-9.291589	0.942265	-8.349324
0.479000	1.194023	-9.279052	0.929728	-8.349324
0.480000	1.195382	-9.266599	0.917275	-8.349324
0.481000	1.196732	-9.254231	0.904908	-8.349324
0.482000	1.198073	-9.241950	0.892626	-8.349324
0.483000	1.199404	-9.229755	0.880431	-8.349324
0.484000	1.200727	-9.217647	0.868323	-8.349324
0.485000	1.202040	-9.205627	0.856303	-8.349324
0.486000	1.203344	-9.193695	0.844371	-8.349323
0.487000	1.204639	-9.181852	0.832528	-8.349323
0.488000	1.205925	-9.170097	0.820774	-8.349323
